# Constructed from biom file																															
#OTU ID	A1_b	A2_b	A3_b	A4_b	A5_b	A6_b	B1_b	B2_b	B3_b	B4_b	B5_b	B6_b	C1_b	C2_b	C3_b	C4_b	C5_b	C6_b	D1_b	D2_b	D3_b	D4_b	D5_b	D6_b	E1_b	E2_b	E3_b	E4_b	E5_b	E6_b	taxonomy
40fe13b0995173f8633991774170ef60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Unidentified_Moraxellaceae
708cd1b6fcb1951f606aa017459d3688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Hyphomicrobiaceae; Unidentified_Hyphomicrobiaceae
5d1c9a78e3cea0d52ff7acc1aa12453e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Pectobacterium
fa25c272427685931d0c64975a1362e1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas
212dd1cd4875a6836be4bf0923cc90a0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	Bacteria; Proteobacteria; Alphaproteobacteria; Micropepsales; Micropepsaceae; Unidentified_Micropepsaceae
28ada436f59134d485d4085d7f52c85a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	Bacteria; Bacteroidetes; Bacteroidia; Chitinophagales; Saprospiraceae; Membranicola
d9fd17fcb6aa8aafdfe9344e216f978d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	Bacteria; Actinobacteria; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae; Conexibacter
3b6dd17fb060c5e62e3b8f47b58a950a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	Bacteria; Actinobacteria; Actinobacteria; Propionibacteriales; Nocardioidaceae; Nocardioides
bed1083fdbcb5f61a629907677a9b92a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	Bacteria; Planctomycetes; Planctomycetacia; Pirellulales; Pirellulaceae; Unidentified_Pirellulaceae
cd9714faa9e54ec7e4e3daf0287c2a8b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	Bacteria; Chloroflexi; Anaerolineae; SBR1031; A4b; uncultured_bacterium
03f66784b5500e0caa769b8b9502a84c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	Bacteria; Bacteroidetes; Bacteroidia; Sphingobacteriales; Sphingobacteriaceae; Pseudopedobacter
8be9838e704d6442e45e1a9c4574f01a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Mesorhizobium
c04295d6759b03155135870acf247aaa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	Bacteria; Actinobacteria; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae; Conexibacter
7a99dd79002f223a003bf315b9e15c3f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	Bacteria; Proteobacteria; Gammaproteobacteria; Unidentified_Gammaproteobacteria; Unidentified_Gammaproteobacteria; Unidentified_Gammaproteobacteria
c6ccca86cfd198d7b35796658332b181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	Bacteria; Verrucomicrobia; Verrucomicrobiae; Opitutales; Opitutaceae; Unidentified_Opitutaceae
7b0154560bc8099f52fc9e129b02e701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; Sandaracinaceae; uncultured
e8a499c569880b49145fc0bb9a2f71c5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; Myxococcaceae; Myxococcus
5d85f84eb07a0e03cac5fece5448ccfa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	Bacteria; Chloroflexi; Anaerolineae; SBR1031; A4b; uncultured_bacterium
6180b619e9bcb2e4f6120ba05175c23f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	Bacteria; Proteobacteria; Alphaproteobacteria; Unidentified_Alphaproteobacteria; Unidentified_Alphaproteobacteria; Unidentified_Alphaproteobacteria
3c2507dce218e7afc2c3dd508f95d2f2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	Bacteria; Proteobacteria; Alphaproteobacteria; Thalassobaculales; Uncultured_Thalassobaculales; Uncultured_Thalassobaculales
240a30949d8516a7daf4fcc9ae9409a3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	Bacteria; Firmicutes; Bacilli; Bacillales; Planococcaceae; Lysinibacillus
cf82084cd61bea7afe8f0eab0279229e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; A0839; Unidentified
63924e420daac479d8705132bedb6ee0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Brevibacillus
4d8ad5556ced02dff15e0248897d3cf4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiales_vadinBB60_group; uncultured_bacterium
46e6d0ad4437e5511c92b9b1f10fcd78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	Bacteria; Chloroflexi; Anaerolineae; SBR1031; A4b; uncultured_bacterium
a42d874c5471f3efcc60ee9eec90e2fc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	Bacteria; Planctomycetes; Planctomycetacia; Pirellulales; Pirellulaceae; uncultured
26bd732f73005e8b7453ffb0dc361274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae_1; Clostridium_sensu_stricto_1
886c70e21dc09bf21326c65003a3fff4	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Pseudoxanthomonas
64c6a585f1c5fb80f95021a57db4b34c	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Burkholderiaceae; Ralstonia
d5761a200e526705c06a8453f49519a6	0	0	0	0	0	0	0	0	0	0	0	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; Proteobacteria; Alphaproteobacteria; Reyranellales; Reyranellaceae; Reyranella
90e8634473297ab1a6a1964ea807a1ad	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; Bacteroidetes; Bacteroidia; Cytophagales; Cyclobacteriaceae; uncultured
149b3c17c1daf0de5c0d721a29222f88	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Geobacillus
c5c298de00d5dfb6ef88fce9e74f1a64	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus
8c3cf375f0251f54ea407e3b83b3c183	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus
142d242560014624b1ae33d7c99cea85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; Bradyrhizobium
9852af64c30bb7343f7868e5ea04e6bd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	Bacteria; Bacteroidetes; Bacteroidia; Cytophagales; Cyclobacteriaceae; uncultured
9477d14f8c109bae38f32af89c4c42ee	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales; Corynebacteriaceae; Corynebacterium_1
1368aca6d12ec4a9bbf16a2ff67104e1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; Actinobacteria; Actinobacteria; Micrococcales; Micrococcaceae; Kocuria
cf3194ce350d6de63bef613ee6d1709b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Unidentified_Bacillaceae
af614fdc266b1b321a557bbce3611a3a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae_1; Clostridium_sensu_stricto_12
853bd1aee3999f405b0b295a2f9318d9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; Firmicutes; Bacilli; Lactobacillales; Carnobacteriaceae; Desemzia
c959242321749237c9361696a94b439f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; Actinobacteria; Actinobacteria; Kineosporiales; Kineosporiaceae; Kineococcus
392807149dd6b2ddc5a33b220b32ed27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; Proteobacteria; Alphaproteobacteria; Acetobacterales; Acetobacteraceae; Roseomonas
e9b70570f6e642a8721db4312e0b2763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus
146195f72933e590d98b89c38d6eda33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; Actinobacteria; Actinobacteria; Frankiales; Geodermatophilaceae; Geodermatophilus
10ac7d2c58b4eee61b32687478cde360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; Proteobacteria; Alphaproteobacteria; Acetobacterales; Acetobacteraceae; Roseomonas
f6588bf8bd277d6cfa4566a60151ac4d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium_5
f531f238b4574ed14e92e760f0a06ac7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Altererythrobacter
b5c8ed4496d79b916859402cdf11f0a7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingomonas
9908065ff5f708c5973c03ae2f66749b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	Bacteria; Patescibacteria; Saccharimonadia; Saccharimonadales; uncultured_bacterium; uncultured_bacterium
7876a5906e5be58d068237cd0b6ebb3c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria_Incertae_Sedis; Unknown_Family; Acidibacter
aada310faf262824edc6adc33abc7790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae_1; Clostridium_sensu_stricto_1
a3784949efda5e224e96be75cd8dfe02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	Bacteria; Actinobacteria; Thermoleophilia; Gaiellales; uncultured; uncultured_bacterium
3abc2222630388fa222eaddc6ba4dbfd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	Bacteria; Proteobacteria; Alphaproteobacteria; Micropepsales; Micropepsaceae; uncultured
1fc7c86c62cc5310104d4c5f6ed92205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; Unidentified_Xanthobacteraceae
7b9afcac22274868b937a56e590c4d24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	Bacteria; Gemmatimonadetes; _terrestrial_group; uncultured_bacterium; uncultured_bacterium; uncultured_bacterium
7c9583fb6d6dd1855ceedec0cffb4c6a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	Bacteria; Verrucomicrobia; Verrucomicrobiae; Verrucomicrobiales; Rubritaleaceae; Luteolibacter
238bbe1ec9e03062067ca6c5fe2590c6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	Bacteria; Planctomycetes; Phycisphaerae; Phycisphaerales; Phycisphaeraceae; uncultured
ddf8f214fc68a2143f8b0b0013ea7e69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus
e5c19d7800b18015f3a917fc015fc42f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Enhydrobacter
6ff49d280b6c8dc08836f30c60cf205e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	Bacteria; Planctomycetes; Phycisphaerae; mle1-8; Unidentified; Unidentified
8902838c39e8e8e0a4342682964a6116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	Bacteria; Firmicutes; Negativicutes; Selenomonadales; Veillonellaceae; Unidentified_Veillonellaceae
d52131f9768eb4fd3f596e1d6e657fea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	Bacteria; Actinobacteria; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae; Unidentified_Solirubrobacteraceae
7e75a6664fb46d72bd8766f25c35f048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	Bacteria; Bacteroidetes; Rhodothermia; Rhodothermales; Rhodothermaceae; uncultured
a4eaef57dda36a0eb5b46a2b41f8aea5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus
5fd7da417077c235965aeb6a6a1b9ff6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	Bacteria; Chloroflexi; Chloroflexia; Thermomicrobiales; JG30-KF-CM45; uncultured_bacterium
beb96b70a6211c6d4c0c9fb5e92d571e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	Bacteria; BRC1; uncultured_bacterium; uncultured_bacterium; uncultured_bacterium; uncultured_bacterium
812f17caa5d0ccc7e572c925c952e862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	Bacteria; Proteobacteria; Gammaproteobacteria; Salinisphaerales; Solimonadaceae; Unidentified_Solimonadaceae
21d416230537ae54fdee7e5d5ea2dccc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	Bacteria; Actinobacteria; Acidimicrobiia; Microtrichales; Iamiaceae; Iamia
a6f2ec664a5ecf64138122de01ffd912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus
c46e641f1832d6810122047e39ece08e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	Bacteria; Proteobacteria; Alphaproteobacteria; Tistrellales; Geminicoccaceae; Unidentified_Geminicoccaceae
aa8a80bdb463f09e9505398631de2f27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminiclostridium_6
b5cc2326669d3016ca9998e001347163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; Sandaracinaceae; Unidentified_Sandaracinaceae
d8af22d5d0a62e9882f06b6fcd454996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	Bacteria; Chloroflexi; Chloroflexia; Thermomicrobiales; JG30-KF-CM45; uncultured_bacterium
3f24a460047f731d663bc375f934f857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	Bacteria; Verrucomicrobia; Verrucomicrobiae; Opitutales; Opitutaceae; Lacunisphaera
1fdc849508d1305aea51d75c05138ed7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Hyphomicrobiaceae; Filomicrobium
1ca308c7bd4973bf7a8639c7b4b5b846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; D05-2; Unidentified
26bc2aea7d5e9d3f6d294c0c9a9f6643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	Bacteria; Chloroflexi; Chloroflexia; Thermomicrobiales; JG30-KF-CM45; uncultured_bacterium
9023eea100eb848bedf3f886f9ec08f5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Unidentified_Rhizobiaceae
28beea2d38d039bd2c6cb553c2a62f37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Porphyrobacter
7ee3315780a6f6041e97aee6740fa220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	Bacteria; Proteobacteria; Alphaproteobacteria; Reyranellales; Reyranellaceae; Reyranella
f0fa8d7b560d2bdabf33a1e7f863026a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Saccharibacillus
079fa13329af9ab0c70b33ade972aed5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; BIrii41; uncultured_bacterium
c4ff1afad8c5d9819af371d915bf9ca4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Hyphomicrobiaceae; Hyphomicrobium
7fb5aa1044ece41dffffc3b6ec9bc068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; Sandaracinaceae; uncultured
0fc7bf91b54ca4b8380f9370365977f5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Stenotrophomonas
171972b080255260c9263c8ea1265bd2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	Bacteria; Actinobacteria; Actinobacteria; Propionibacteriales; Nocardioidaceae; Nocardioides
9707d62727e58fd3f6f4735956d8f1f1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	Bacteria; Gemmatimonadetes; Longimicrobia; Longimicrobiales; Longimicrobiaceae; uncultured_bacterium
d3356d590c5fcb3793a41946473a921f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	Bacteria; Firmicutes; Bacilli; Bacillales; Unidentified_Bacillales; Unidentified_Bacillales
2186115a1e6838780379ffcb4939651a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	Bacteria; Actinobacteria; Actinobacteria; Micrococcales; Cellulomonadaceae; Unidentified_Cellulomonadaceae
d39893505c1b5896ee3cebdc890bdee2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	Bacteria; Actinobacteria; Actinobacteria; Micromonosporales; Micromonosporaceae; Actinoplanes
0076d72bedbdcf540c377cc66bd0096b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	Bacteria; Actinobacteria; Actinobacteria; Propionibacteriales; Nocardioidaceae; Nocardioides
8330225b5289da7496e940ad03efa30b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; Sandaracinaceae; Unidentified_Sandaracinaceae
586f2a23736b00b0d8636f61c4c85910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	Bacteria; Firmicutes; Clostridia; Clostridiales; Peptostreptococcaceae; Unidentified_Peptostreptococcaceae
1bad595114b3a69d7d9916437da27fe8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	Bacteria; Armatimonadetes; Fimbriimonadia; Fimbriimonadales; Fimbriimonadaceae; Unidentified_Fimbriimonadaceae
a105046a5af1f36b3e84f514f95c0484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminiclostridium
7dc8b66c2fb7a837a5c3d42e8c77ea70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	Bacteria; Bacteroidetes; Bacteroidia; Cytophagales; Spirosomaceae; Persicitalea
f42efcac681f4cab77c677d0bf35ca7e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	Bacteria; Proteobacteria; Gammaproteobacteria; Legionellales; Legionellaceae; Legionella
75f55e7646aab974e0e5f7c723e67c73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; Haliangiaceae; Haliangium
9ffd4b86dd144658f0d0572b21d3e2ec	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	Bacteria; Verrucomicrobia; Verrucomicrobiae; Pedosphaerales; Pedosphaeraceae; uncultured_bacterium
fabaf3f6b6d24fe8ffbced056d06e5e0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	Bacteria; Verrucomicrobia; Verrucomicrobiae; Verrucomicrobiales; DEV007; Unidentified
cb5ae9054ee37ae7a24075231c64eb8b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; Sandaracinaceae; Sandaracinus
b2ce1ac5586ee1814bbd4ac0562974fb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	Bacteria; Bacteroidetes; Bacteroidia; Chitinophagales; Chitinophagaceae; Unidentified_Chitinophagaceae
